Names,Formula,CAS No,SMILES,Reference,Exp logp,C,H,N,O,S,P,F,Cl,Br,I,,,
2-aminopentanedioic acid,C5H9N1O4,000056-86-0,NC(CCC(O)=O)C(O)=O,"hansch,c et al. (1995) ",-3.69,5,9,1,4,0,0,0,0,0,0,,10,
"2,6-diaminohexanoic acid",C6H14N2O2,000056-87-1,NCCCCC(N)C(O)=O,"hansch,c et al. (1995) ",-3.05,6,14,2,2,0,0,0,0,0,0,,10,
2-amino-3-(2-amino-3-hydroxy-3-oxopropyl)disulfanylpropanoic acid,C6H12N2O4S2,000056-89-3,NC(CSSCC(N)C(O)=O)C(O)=O,"chmelik,j et al. (1991) ",-5.08,6,12,2,4,2,0,0,0,0,0,,14,
4-(aminomethyl)benzoic acid,C8H9N1O2,000056-91-7,NCc1ccc(cc1)C(O)=O,"da,yz et al. (1992) ",1.03,8,9,1,2,0,0,0,0,0,0,,11,
hexadecanoic acid,C16H32O2,000057-10-3,CCCCCCCCCCCCCCCC(O)=O,sangster (1993) ,7.17,16,32,0,2,0,0,0,0,0,0,,18,
octadecanoic acid,C18H36O2,000057-11-4,CCCCCCCCCCCCCCCCCC(O)=O,sangster (1993) ,8.23,18,36,0,2,0,0,0,0,0,0,,20,
urea,C1H4N2O1,000057-13-6,NC(N)=O,"hansch,c et al. (1995) ",-2.11,1,4,2,1,0,0,0,0,0,0,,4,
"b,b,b-trichloro-t-butanol",C4H7Cl3O1,000057-15-8,C(Cl)(Cl)(Cl)C(C)(C)O,"hansch,c et al. (1995) ",2.03,4,7,0,1,0,0,0,3,0,0,,8,
certox,C21H22N2O2,000057-24-9,O=C1CC2OCC=C3CN4CCC56C4CC3C2C5N1c7ccccc67,"hansch,c et al. (1995) ",1.93,21,22,2,2,0,0,0,0,0,0,,25,
"morphinan-3,6-diol, 7,8-didehydro-4,5-epoxy-17-methyl- (5.alpha.,6.alpha.)-",C17H20N1O3,000057-27-2,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,"avdeef,a et al. (1996) ",0.89,17,20,1,3,0,0,0,0,0,0,,21,
"5,5-di(phenyl)imidazolidine-2,4-dione",C15H12N2O2,000057-41-0,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,"hansch,c et al. (1995) ",2.47,15,12,2,2,0,0,0,0,0,0,,19,
ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,C15H21N1O2,000057-42-1,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,sangster (1994) ,2.72,15,21,1,2,0,0,0,0,0,0,,18,
"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione",C11H18N2O3,000057-43-2,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,"hansch,c et al. (1995) ",2.07,11,18,2,3,0,0,0,0,0,0,,16,
"5,5-diethyl-1,3-diazinane-2,4,6-trione",C8H12N2O3,000057-44-3,CCC1(CC)C(=O)NC(=O)NC1=O,"hansch,c et al. (1995) ",0.65,8,12,2,3,0,0,0,0,0,0,,13,
"(3,4,8b-trimethyl-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-7-yl) n-methylcarbamate",C15H21N3O2,000057-47-6,CNC(=O)Oc1ccc2N(C)C3N(C)CCC3(C)c2c1,"hansch,c et al. (1995) ",1.58,15,21,3,2,0,0,0,0,0,0,,20,
"2-[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C12H22O11,000057-50-1,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,"hansch,c et al. (1995) ",-3.7,12,22,0,11,0,0,0,0,0,0,,23,
[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,C9H18N2O4,000057-53-4,CCCC(C)(COC(N)=O)COC(N)=O,"hansch,c et al. (1995) ",0.7,9,18,2,4,0,0,0,0,0,0,,15,
"propane-1,2-diol",C3H8O2,000057-55-6,CC(O)CO,"hansch,c et al. (1995) ",-0.92,3,8,0,2,0,0,0,0,0,0,,5,
"17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthrene-3,17-diol",C20H24O2,000057-63-6,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2(O)C#C,"hansch,c et al. (1995) ",3.67,20,24,0,2,0,0,0,0,0,0,,22,
4-(dipropylsulfamoyl)benzoic acid,C13H19N1O4S1,000057-66-9,CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,"hansch,c et al. (1995) ",3.21,13,19,1,4,1,0,0,0,0,0,,19,
sulfanilyl guanadine,C7H10N4O2S1,000057-67-0,c1cc(S(=O)(=O)NC(=N)N)ccc1N,"hansch,c et al. (1995) ",-1.22,7,10,4,2,1,0,0,0,0,0,,14,
"4-amino-n-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide",C12H14N4O2S1,000057-68-1,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,"takacs-novak,k et al. (1995) ",0.19,12,14,4,2,1,0,0,0,0,0,,19,
chlordane (trans),C10H6Cl8,005103-74-2,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,"simpson,cd et al. (1995) ",6.22,10,6,0,0,0,0,0,8,0,0,,18,
"17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C21H30O2,000057-83-0,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"hansch,c et al. (1995) ",3.87,21,30,0,2,0,0,0,0,0,0,,23,
"1,2-di(phenyl)-4-(2-phenylsulfinylethyl)pyrazolidine-3,5-dione",C23H20N2O3S1,000057-96-5,O=C1C(CC[S](=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,"hansch,c et al. (1995) ",2.3,23,20,2,3,1,0,0,0,0,0,,29,
divk1c_000251,C17H17N1O2,000058-00-4,CN1CCc2cccc3c2C1Cc4ccc(O)c(O)c34,"hansch,c et al. (1995) ",2.3,17,17,1,2,0,0,0,0,0,0,,20,
"1,3,7-trimethylpurine-2,6-dione",C8H10N4O2,000058-08-2,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,"hansch,c et al. (1995) ",-0.07,8,10,4,2,0,0,0,0,0,0,,14,
pyrimethamine,C12H13Cl1N4,000058-14-0,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,"hansch,c et al. (1995) ",2.69,12,13,4,0,0,0,0,1,0,0,,17,
"4-dimethylamino-1,5-dimethyl-2-phenylpyrazol-3-one",C13H17N3O1,000058-15-1,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,"hansch,c et al. (1995) ",1,13,17,3,1,0,0,0,0,0,0,,17,
"17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one",C20H30O2,000058-18-4,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,"hansch,c et al. (1995) ",3.36,20,30,0,2,0,0,0,0,0,0,,22,
"17-hydroxy-2,10,13-trimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",C20H32O2,000058-19-5,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC23)CC1=O,"hansch,c et al. (1995) ",3.99,20,32,0,2,0,0,0,0,0,0,,22,
"17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C19H28O2,000058-22-0,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,"hansch,c et al. (1995) ",3.32,19,28,0,2,0,0,0,0,0,0,,21,
librium,C16H14Cl1N3O1,000058-25-3,[H+].[Cl-].CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,"hansch,c et al. (1995) ",2.44,16,14,3,1,0,0,0,1,0,0,,21,
"n,n,n',n'-tetramethyl-3-phenothiazin-10-ylpropane-1,2-diamine",C19H25N3S1,000058-37-7,CN(C)CC(CN1c2ccccc2Sc3ccccc13)N(C)C,"hansch,c et al. (1995) ",4.76,19,25,3,0,1,0,0,0,0,0,,23,
prochloroperazine,C20H24Cl1N3S1,000058-38-8,c1cc2N(CCCN4CCN(C)CC4)c3cc(Cl)ccc3Sc2cc1,"hansch,c et al. (1995) ",4.88,20,24,3,0,1,0,0,1,0,0,,25,
perphenazine,C21H26Cl1N3O1S1,000058-39-9,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,"hansch,c et al. (1995) ",4.2,21,26,3,1,1,0,0,1,0,0,,27,
"1,3-dimethyl-7h-purine-2,6-dione",C7H8N4O2,111079-49-3,CN1C(=O)N(C)c2nc[nH]c2C1=O,sangster (1993) ,-0.04,7,8,4,2,0,0,0,0,0,0,,13,
"2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C10H13N5O4,005536-17-4,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,pomona (1987) ,-1.11,10,13,5,4,0,0,0,0,0,0,,19,
"2-[di(phenyl)methoxy]-n,n-dimethylethanamine",C17H21N1O1,000058-73-1,CN(C)CCOC(c1ccccc1)c2ccccc2,"hansch,c et al. (1995) ",3.27,17,21,1,1,0,0,0,0,0,0,,19,
"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline",C20H21N1O4,000058-74-2,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,"avdeef,a (1997) ",2.95,20,21,1,4,0,0,0,0,0,0,,25,
delta-hexachlorocyclohexane,C6H6Cl6,000319-86-8,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,"hansch,c et al. (1995) ",4.14,6,6,0,0,0,0,0,6,0,0,,12,
"2,3,4,6-tetrachlorophenol",C6H2Cl4O1,000058-90-2,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,"hansch,c et al. (1995) ",4.45,6,2,0,1,0,0,0,4,0,0,,11,
hydrochlorothiazide,C7H8Cl1N3O4S2,000058-93-5,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,"hansch,c et al. (1995) ",-0.07,7,8,3,4,2,0,0,1,0,0,,17,
chlorothiazide,C7H6Cl1N3O4S2,000058-94-6,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,"hansch,c et al. (1995) ",-0.24,7,6,3,4,2,0,0,1,0,0,,17,
"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C9H12N2O6,000058-96-8,OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,"hansch,c et al. (1995) ",-1.98,9,12,2,6,0,0,0,0,0,0,,17,
"2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",C20H22N8O5,000059-05-2,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O,"hansch,c et al. (1995) ",-1.85,20,22,8,5,0,0,0,0,0,0,,33,
2-ethoxy-4-aminobenzoic acid,C9H11N1O3,000059-07-4,CCOc1cc(N)ccc1C(O)=O,"hansch,c et al. (1995) ",0.99,9,11,1,3,0,0,0,0,0,0,,13,
"5-bromo-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C9H11Br1N2O5,000059-14-3,OCC1OC(CC1O)N2C=C(Br)C(=O)NC2=O,"hansch,c et al. (1995) ",-0.29,9,11,2,5,0,0,0,0,1,0,,17,
"n,n-diethylpyridine-3-carboxamide",C10H14N2O1,000059-26-7,CCN(CC)C(=O)c1cccnc1,"hansch,c et al. (1995) ",0.33,10,14,2,1,0,0,0,0,0,0,,13,
1h-quinolin-2-one,C9H7N1O1,000059-31-4,O=C1Nc2ccccc2C=C1,"hansch,c et al. (1995) ",1.26,9,7,1,1,0,0,0,0,0,0,,11,
4-amino-n-quinoxalin-2-ylbenzenesulfonamide,C14H12N4O2S1,000059-40-5,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,"hansch,c et al. (1995) ",1.68,14,12,4,2,1,0,0,0,0,0,,21,
3-(1-hydroxy-2-methylaminoethyl)phenol,C9H13N1O2,000059-42-7,CNCC(O)c1cccc(O)c1,"hansch,c et al. (1995) ",-0.31,9,13,1,2,0,0,0,0,0,0,,12,
2-diethylaminoethyl 4-aminobenzoate,C13H20N2O2,000059-46-1,CCN(CC)CCOC(=O)c1ccc(N)cc1,"avdeef,a (1997) ",2.14,13,20,2,2,0,0,0,0,0,0,,17,
"3-(2-methylphenoxy)propane-1,2-diol",C10H14O3,000059-47-2,Cc1ccccc1OCC(O)CO,"hansch,c et al. (1995) ",1.41,10,14,0,3,0,0,0,0,0,0,,13,
"1,3-dihydroindol-2-one",C8H7N1O1,000059-48-3,O=C1Cc2ccccc2N1,"hansch,c et al. (1995) ",1.16,8,7,1,1,0,0,0,0,0,0,,10,
3-methyl-4-chlorophenol,C7H7Cl1O1,000059-50-7,Cc1cc(O)ccc1Cl,"hansch,c et al. (1995) ",3.1,7,7,0,1,0,0,0,1,0,0,,9,
dichlorisoproterenol,C11H15Cl2N1O1,000059-61-0,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,"hansch,c et al. (1995) ",3.32,11,15,1,1,0,0,0,2,0,0,,15,
"5-methyl-n'-(phenylmethyl)-1,2-oxazole-3-carbohydrazide",C12H13N3O2,000059-63-2,Cc1onc(c1)C(=O)NNCc2ccccc2,"hansch,c et al. (1995) ",1.49,12,13,3,2,0,0,0,0,0,0,,17,
"n-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",C4H6N4O3S2,000059-66-5,CC(=O)Nc1sc(nn1)[S](N)(=O)=O,"hansch,c et al. (1995) ",-0.26,4,6,4,3,2,0,0,0,0,0,,13,
pyridine-3-carboxylic acid,C6H5N1O2,000059-67-6,OC(=O)c1cccnc1,sangster (1993) ,0.36,6,5,1,2,0,0,0,0,0,0,,9,
4-nitrosomorpholine,C4H8N2O2,000059-89-2,O=NN1CCOCC1,"hansch,c et al. (1995) ",-0.44,4,8,2,2,0,0,0,0,0,0,,8,
"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",C9H11N1O4,000063-84-3,NC(Cc1ccc(O)c(O)c1)C(O)=O,"hansch,c et al. (1995) ",-2.74,9,11,1,4,0,0,0,0,0,0,,14,
"2-(phenylmethyl)-4,5-dihydro-1h-imidazole",C10H12N2,000059-98-3,C1CN=C(Cc2ccccc2)N1,sangster (1993) ,2.65,10,12,2,0,0,0,0,0,0,0,,12,
4-phenyldiazenylaniline,C12H11N3,000060-09-3,Nc1ccc(cc1)N=Nc2ccccc2,"hansch,c et al. (1995) ",3.41,12,11,3,0,0,0,0,0,0,0,,15,
"n,n-dimethyl-4-phenyldiazenylaniline",C14H15N3,000060-11-7,CN(C)c1ccc(cc1)N=Nc2ccccc2,"hansch,c et al. (1995) ",4.58,14,15,3,0,0,0,0,0,0,0,,17,
2-phenylethanol,C8H10O1,000060-12-8,OCCc1ccccc1,"hansch,c et al. (1995) ",1.36,8,10,0,1,0,0,0,0,0,0,,9,
2-amino-3-(4-fluorophenyl)propanoic acid,C9H10F1N1O2,000060-17-3,NC(Cc1ccc(F)cc1)C(O)=O,"hansch,c et al. (1995) ",-1.89,9,10,1,2,0,0,1,0,0,0,,13,
2-amino-3-(4-hydroxyphenyl)propanoic acid,C9H11N1O3,000556-03-6,NC(Cc1ccc(O)cc1)C(O)=O,sangster (1993) ,-2.04,9,11,1,3,0,0,0,0,0,0,,13,
creatinine,C4H7N3O1,000060-27-5,CN1CC(=O)N=C1N,"hansch,c et al. (1995) ",-1.76,4,7,3,1,0,0,0,0,0,0,,8,
ethoxyethane,C4H10O1,000060-29-7,CCOCC,"hansch,c et al. (1995) ",0.89,4,10,0,1,0,0,0,0,0,0,,5,
6-aminohexanoic acid,C6H13N1O2,000060-32-2,NCCCCCC(O)=O,"hansch,c et al. (1995) ",-2.95,6,13,1,2,0,0,0,0,0,0,,9,
linoleic acid,C18H32O2,000060-33-3,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,sangster (1993) ,7.05,18,32,0,2,0,0,0,0,0,0,,20,
methylhydrazine,C1H6N2,000060-34-4,CNN,"hansch,c et al. (1995) ",-1.05,1,6,2,0,0,0,0,0,0,0,,3,
acetamide,C2H5N1O1,000060-35-5,CC(N)=O,"hansch,c et al. (1995) ",-1.26,2,5,1,1,0,0,0,0,0,0,,4,
2-dimethoxyphosphinothioylsulfanyl-n-methylacetamide,C5H12N1O3P1S2,000060-51-5,CNC(=O)CS[P](=S)(OC)OC,"hansch,c et al. (1995) ",0.78,5,12,1,3,2,1,0,0,0,0,,12,
endrin,C12H8Cl6O1,000072-20-8,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,"debruijn,j et al. (1989) ",5.2,12,8,0,1,0,0,0,6,0,0,,19,
"1,5-dimethyl-2-phenylpyrazol-3-one",C11H12N2O1,000060-80-0,CN1N(C(=O)C=C1C)c2ccccc2,"hansch,c et al. (1995) ",0.38,11,12,2,1,0,0,0,0,0,0,,14,
"8-(6-aminopurin-9-yl)-3-hydroxy-3-oxo-2,4,7-trioxa-3$l^{5}-phosphabicyclo[4.3.0]nonan-9-ol",C10H12N5O6P1,000060-92-4,Nc1ncnc2n(cnc12)C3OC4CO[P](O)(=O)OC4C3O,"hansch,c et al. (1995) ",-2.96,10,12,5,6,0,1,0,0,0,0,,22,
"3-(2-methoxyphenothiazin-10-yl)-n,n-dimethylpropan-1-amine",C18H22N2O1S1,000061-01-8,COc1ccc2Sc3ccccc3N(CCCN(C)C)c2c1,"hansch,c et al. (1995) ",4.9,18,22,2,1,1,0,0,0,0,0,,22,
"6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C17H20N2O6S1,000061-32-5,COc1cccc(OC)c1C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O,"hansch,c et al. (1995) ",1.22,17,20,2,6,1,0,0,0,0,0,,26,
"3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C16H18N2O4S1,000061-33-6,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(O)=O,"hansch,c et al. (1995) ",1.83,16,18,2,4,1,0,0,0,0,0,,23,
2-(1h-indol-3-yl)ethanamine,C10H12N2,000061-54-1,NCCc1c[nH]c2ccccc12,"hansch,c et al. (1995) ",1.55,10,12,2,0,0,0,0,0,0,0,,12,
"2-[(2,3-dimethylphenyl)amino]benzoic acid",C15H15N1O2,000061-68-7,Cc1cccc(Nc2ccccc2C(O)=O)c1C,"hansch,c et al. (1995) ",5.12,15,15,1,2,0,0,0,0,0,0,,18,
cloxacillin,C19H18Cl1N3O5S1,000061-72-3,Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,sangster (1994) ,2.48,19,18,3,5,1,0,0,1,0,0,,29,
2-[(4-aminobenzoyl)amino]acetic acid,C9H10N2O3,000061-78-9,Nc1ccc(cc1)C(=O)NCC(O)=O,"fleck,c & braunlich,h (1990) ",-0.89,9,10,2,3,0,0,0,0,0,0,,14,
zoxazolamine,C7H5Cl1N2O1,000061-80-3,Nc1oc2ccc(Cl)cc2n1,"hansch,c et al. (1995) ",2.46,7,5,2,1,0,0,0,1,0,0,,11,
amitrole,C2H4N4,000061-82-5,Nc1[nH]ncn1,"tomlin,c (2003) ",-0.97,2,4,4,0,0,0,0,0,0,0,,6,
2-amino-4-methylpentanoic acid,C6H13N1O2,000061-90-5,CC(C)CC(N)C(O)=O,"hansch,c et al. (1995) ",-1.52,6,13,1,2,0,0,0,0,0,0,,9,
4-nitrobenzoic acid,C7H5N1O4,000062-23-7,OC(=O)c1ccc(cc1)[N+]([O-])=O,"hansch,c et al. (1995) ",1.89,7,5,1,4,0,0,0,0,0,0,,12,
n-(4-ethoxyphenyl)acetamide,C10H13N1O2,000062-44-2,CCOc1ccc(NC(C)=O)cc1,"nakagawa,y et al. (1992) ",1.58,10,13,1,2,0,0,0,0,0,0,,13,
aniline,C6H7N1,000062-53-3,Nc1ccccc1,"hansch,c et al. (1995) ",0.9,6,7,1,0,0,0,0,0,0,0,,7,
ethanethioamide,C2H5N1S1,000062-55-5,CC(N)=S,"hansch,c et al. (1995) ",-0.26,2,5,1,0,1,0,0,0,0,0,,4,
thiourea,C1H4N2S1,000062-56-6,NC(N)=S,"govers,h et al. (1986) ",-1.08,1,4,2,0,1,0,0,0,0,0,,4,
"morphinan-3,6-diol, 7,8-didehydro-4,5-epoxy-17-(2-propenyl)-, (5.alpha.,6.alpha.)-",C19H22N1O3,000062-67-9,O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,"hansch,c et al. (1995) ",1.86,19,22,1,3,0,0,0,0,0,0,,23,
dichlorvos,C4H7Cl2O4P1,000062-73-7,CO[P](=O)(OC)OC=C(Cl)Cl,"hansch,c et al. (1995) ",1.43,4,7,0,4,0,1,0,2,0,0,,11,
"n,n-dimethylnitrous amide",C2H6N2O1,000062-75-9,CN(C)N=O,"hansch,c et al. (1995) ",-0.57,2,6,2,1,0,0,0,0,0,0,,5,
"10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthrene-3,17-dione",C19H26O2,000063-05-8,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,"hansch,c et al. (1995) ",2.75,19,26,0,2,0,0,0,0,0,0,,21,
naphthalen-1-yl n-methylcarbamate,C12H11N1O2,000063-25-2,CNC(=O)Oc1cccc2ccccc12,"hansch,c et al. (1995) ",2.36,12,11,1,2,0,0,0,0,0,0,,15,
2-amino-4-methylsulfanylbutanoic acid,C5H11N1O2S1,000063-68-3,CSCCC(N)C(O)=O,"hansch,c et al. (1995) ",-1.87,5,11,1,2,1,0,0,0,0,0,,9,
4-aminobenzenesulfonamide,C6H8N2O2S1,000063-74-1,Nc1ccc(cc1)[S](N)(=O)=O,"hansch,c et al. (1995) ",-0.62,6,8,2,2,1,0,0,0,0,0,,11,
"methyl 1-methyl-5,6-dihydro-2h-pyridine-3-carboxylate",C8H13N1O2,000063-75-2,COC(=O)C1=CCCN(C)C1,"hansch,c et al. (1995) ",0.35,8,13,1,2,0,0,0,0,0,0,,11,
2-amino-3-phenylpropanoic acid,C9H11N1O2,000150-30-1,NC(Cc1ccccc1)C(O)=O,"hansch,c et al. (1995) ",-1.44,9,11,1,2,0,0,0,0,0,0,,12,
n-carbamoyl-2-phenylacetamide,C9H10N2O2,000063-98-9,NC(=O)NC(=O)Cc1ccccc1,"hansch,c et al. (1995) ",0.87,9,10,2,2,0,0,0,0,0,0,,13,
(3-methylphenyl)urea,C8H10N2O1,000063-99-0,Cc1cccc(NC(N)=O)c1,"hansch,c et al. (1995) ",1.29,8,10,2,1,0,0,0,0,0,0,,11,
(3-propan-2-ylphenyl) n-methylcarbamate,C11H15N1O2,000064-00-6,CNC(=O)Oc1cccc(c1)C(C)C,"hansch,c et al. (1995) ",2.63,11,15,1,2,0,0,0,0,0,0,,14,
2-phenylethanamine,C8H11N1,000064-04-0,NCCc1ccccc1,"hansch,c et al. (1995) ",1.41,8,11,1,0,0,0,0,0,0,0,,9,
phenylurea,C7H8N2O1,000064-10-8,NC(=O)Nc1ccccc1,"hansch,c et al. (1995) ",0.83,7,8,2,1,0,0,0,0,0,0,,10,
1-(4-methoxyphenyl)propan-2-amine,C10H15N1O1,000064-13-1,COc1ccc(CC(C)N)cc1,"hansch,c et al. (1995) ",1.77,10,15,1,1,0,0,0,0,0,0,,12,
ethanol,C2H6O1,000064-17-5,CCO,"hansch,c et al. (1995) ",-0.31,2,6,0,1,0,0,0,0,0,0,,3,
formic acid,C1H2O2,000064-18-6,OC=O,"hansch,c et al. (1995) ",-0.54,1,2,0,2,0,0,0,0,0,0,,3,
acetic acid,C2H4O2,000064-19-7,CC(O)=O,"hansch,c et al. (1995) ",-0.17,2,4,0,2,0,0,0,0,0,0,,4,
"(1,2,5-trimethyl-4-phenylpiperidin-4-yl) propanoate",C17H25N1O2,000064-39-1,CCC(=O)OC1(CC(C)N(C)CC1C)c2ccccc2,"hansch,c et al. (1995) ",3.13,17,25,1,2,0,0,0,0,0,0,,20,
diethyl sulfate,C4H10O4S1,000064-67-5,CCO[S](=O)(=O)OCC,"hansch,c et al. (1995) ",1.14,4,10,0,4,1,0,0,0,0,0,,9,
1-butyl-3-(4-methylphenyl)sulfonylurea,C12H18N2O3S1,000064-77-7,CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,"hansch,c et al. (1995) ",2.34,12,18,2,3,1,0,0,0,0,0,,18,
"17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C21H30O3,000064-85-7,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,"hansch,c et al. (1995) ",2.88,21,30,0,3,0,0,0,0,0,0,,24,
"n-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5h-benzo[d]heptalen-7-yl)acetamide",C22H25N1O6,000064-86-8,COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,"hansch,c et al. (1995) ",1.3,22,25,1,6,0,0,0,0,0,0,,29,
"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",C8H11N1O3,000065-23-6,Cc1ncc(CO)c(CO)c1O,sangster (1993) ,-0.77,8,11,1,3,0,0,0,0,0,0,,12,
2-hydroxybenzamide,C7H7N1O2,000065-45-2,NC(=O)c1ccccc1O,"hansch,c et al. (1995) ",1.28,7,7,1,2,0,0,0,0,0,0,,10,
"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H13N3O5,000065-46-3,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,"hansch,c et al. (1995) ",-2.51,9,13,3,5,0,0,0,0,0,0,,17,
4-amino-2-hydroxybenzoic acid,C7H7N1O3,000065-49-6,Nc1ccc(C(O)=O)c(O)c1,sangster (1994) ,0.89,7,7,1,3,0,0,0,0,0,0,,11,
benzoic acid,C7H6O2,000065-85-0,OC(=O)c1ccccc1,"hansch,c et al. (1995) ",1.87,7,6,0,2,0,0,0,0,0,0,,9,
hexanal,C6H12O1,000066-25-1,CCCCCC=O,"hansch,c et al. (1995) ",1.78,6,12,0,1,0,0,0,0,0,0,,7,
"3,5,14-trihydroxy-13-methyl-17-(5-oxo-2h-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthrene-10-carbaldehyde",C23H32O6,000066-28-4,CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C5=CC(=O)OC5,"hansch,c et al. (1995) ",0.64,23,32,0,6,0,0,0,0,0,0,,29,
"1,10-phenanthroline",C12H8N2,000230-46-6,c1cnc2c(c1)ccc3cccnc23,"hansch,c et al. (1995) ",2.51,12,8,2,0,0,0,0,0,0,0,,14,
